"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R20","0603R","80.2188mm","70.703mm","80.2188mm","70.703mm","79.3933mm","70.703mm","T","360.00","10K"
"R19","0603R","83.7748mm","70.703mm","83.7748mm","70.703mm","84.6003mm","70.703mm","T","180.00","10K"
"R12","0603R","101.0468mm","96.044mm","101.0468mm","96.044mm","101.0468mm","95.2185mm","T","90.00","100R"
"R18","0603R","79.4568mm","67.02mm","79.4568mm","67.02mm","79.4568mm","66.1945mm","T","90.00","10K"
"R6","0603R","61.0164mm","68.1482mm","61.0164mm","68.1482mm","61.0164mm","67.3227mm","T","90.00","1.2K/1%"
"R3","0603R","58.6542mm","68.9676mm","58.6542mm","68.9676mm","59.4797mm","68.9676mm","T","180.00","2K/1%"
"R2","0603R","53.4726mm","68.961mm","53.4726mm","68.961mm","54.2981mm","68.961mm","T","180.00","4K7"
"R7","0603R","37.115mm","62.0588mm","37.115mm","62.0588mm","37.115mm","61.2333mm","T","90.00","6.8k"
"R5","0603R","45.751mm","62.0588mm","45.751mm","62.0588mm","45.751mm","61.2333mm","T","90.00","10k"
"R4","0603R","41.306mm","62.0588mm","41.306mm","62.0588mm","41.306mm","62.8843mm","T","270.00","43k"
"R1","0603R","43.592mm","62.0588mm","43.592mm","62.0588mm","43.592mm","62.8843mm","T","270.00","1.2k¦¸"
"R31","0603R","43.4142mm","122.968mm","43.4142mm","122.968mm","43.4142mm","123.7935mm","T","270.00","10K"
"R30","0603R","40.8319mm","122.968mm","40.8319mm","122.968mm","40.8319mm","123.7935mm","T","270.00","10K"
"R26","0603R","35.7942mm","122.968mm","35.7942mm","122.968mm","35.7942mm","123.7935mm","T","270.00","10K"
"Q2","SOT23","77.9328mm","81.7439mm","78.9577mm","80.804mm","78.9488mm","80.7914mm","T","90.00","8050"
"Q1","SOT23","146.8265mm","81.5404mm","145.8016mm","82.4804mm","145.8105mm","82.4929mm","T","270.00","8050"
"MARKE1","MARK1.0","11.8872mm","116.4082mm","11.8872mm","116.4082mm","11.8872mm","116.4082mm","T","90.00","MARK1.0"
"LED1","D0805","146.6906mm","84.6394mm","145.5454mm","84.648mm","145.5476mm","84.6394mm","T","90.00","GREEN"
"L4","1206R","89.9978mm","77.121mm","88.2114mm","77.122mm","88.2198mm","77.121mm","T","360.00","1uH"
"L1","LC7*7*3_L","43.973mm","69.2658mm","43.973mm","69.2658mm","46.573mm","69.2658mm","T","180.00","22uH"
"EC2","C470UF25VEJ","57.7136mm","60.275mm","63.5564mm","60.2742mm","63.5556mm","60.275mm","T","180.00","470uF,25V"
"EC1","C100UF16VEJ","97.0837mm","87.291mm","100.3594mm","87.29mm","100.3597mm","87.301mm","T","180.00","100uF/16V"
"DC1","C470UF25VEJ","24.8658mm","60.9862mm","30.7086mm","60.9854mm","30.7078mm","60.9862mm","T","180.00","470uF/35V"
"D6","D0805","114.003mm","93.3684mm","112.8578mm","93.377mm","112.86mm","93.3684mm","T","90.00","RED"
"D5","D0805","114.0008mm","96.298mm","112.8556mm","96.3066mm","112.8578mm","96.298mm","T","90.00","GREEN"
"D11","D0805","150.96mm","92.9874mm","149.8148mm","92.996mm","149.817mm","92.9874mm","T","90.00","RED"
"D10","D0805","150.9578mm","96.044mm","149.8126mm","96.0526mm","149.8148mm","96.044mm","T","90.00","GREEN"
"D8","D0805","130.7648mm","93.25mm","129.6196mm","93.2586mm","129.6218mm","93.25mm","T","90.00","RED"
"D7","D0805","130.7648mm","96.298mm","129.6196mm","96.3066mm","129.6218mm","96.298mm","T","90.00","GREEN"
"D4","D0805","94.318mm","93.3684mm","93.1728mm","93.377mm","93.175mm","93.3684mm","T","90.00","RED"
"D9","1206D","90.6328mm","67.85mm","90.6328mm","67.85mm","88.9183mm","67.85mm","T","360.00","1N4148"
"C44","CA1206","84.4098mm","79.5975mm","84.3976mm","81.314mm","84.4098mm","81.312mm","T","90.00","10uF/16V"
"C43","0603C","94.4428mm","77.121mm","94.4428mm","77.121mm","94.4428mm","77.9465mm","T","270.00","104"
"C42","0603C","87.9658mm","80.804mm","87.9658mm","80.804mm","87.9658mm","81.6295mm","T","270.00","104"
"C26","0603C","123.2718mm","96.171mm","123.2718mm","96.171mm","123.2718mm","96.9965mm","T","270.00","104"
"C41","0603C","146.7922mm","75.851mm","146.7922mm","75.851mm","145.9667mm","75.851mm","T","360.00","104"
"C40","0603C","162.845mm","94.6978mm","162.845mm","94.6978mm","162.845mm","93.8723mm","T","90.00","0.1uF"
"C39","CA1206","160.5458mm","93.8195mm","160.5336mm","95.536mm","160.5458mm","95.534mm","T","90.00","10uF/16V"
"C37","0603C","80.5998mm","104.807mm","80.5998mm","104.807mm","81.4253mm","104.807mm","T","180.00","0.1uF"
"C36","0603C","77.2978mm","104.807mm","77.2978mm","104.807mm","78.1233mm","104.807mm","T","180.00","0.1uF"
"C38","1206C","150.0688mm","121.2535mm","150.0688mm","119.539mm","150.0688mm","119.539mm","T","90.00","103/2KV/1206"
"C33","0603C","70.8208mm","113.1255mm","70.8208mm","113.1255mm","70.8208mm","113.951mm","T","270.00","1uF"
"C32","0603C","70.8208mm","109.4425mm","70.8208mm","109.4425mm","70.8208mm","108.617mm","T","90.00","0.1uF"
"C31","0603C","73.9958mm","104.807mm","73.9958mm","104.807mm","74.8213mm","104.807mm","T","180.00","0.1uF"
"C47","0603C","100.9198mm","71.533mm","100.9198mm","71.533mm","100.9198mm","72.3585mm","T","270.00","22P"
"C45","0603C","100.9198mm","74.835mm","100.9198mm","74.835mm","100.9198mm","74.0095mm","T","90.00","22P"
"C35","0603C","138.0038mm","95.663mm","138.0038mm","95.663mm","138.0038mm","96.4885mm","T","270.00","104"
"C34","CA1206","142.7663mm","95.79mm","141.0498mm","95.7778mm","141.0518mm","95.79mm","T","180.00","10uF"
"C28","0603C","88.8548mm","71.719mm","88.8548mm","71.719mm","88.8548mm","70.8935mm","T","90.00","104"
"C27","0603C","80.2188mm","72.608mm","80.2188mm","72.608mm","79.3933mm","72.608mm","T","360.00","104"
"C30","1206C","129.2408mm","121.1265mm","129.2408mm","122.841mm","129.2408mm","122.841mm","T","270.00","103/2KV/1206"
"C48","0603C","101.1738mm","63.278mm","101.1738mm","63.278mm","101.1738mm","64.1035mm","T","270.00","22P"
"C25","0603C","88.3468mm","62.897mm","88.3468mm","62.897mm","88.3468mm","62.0715mm","T","90.00","104"
"C24","0603C","79.4568mm","62.702mm","79.4568mm","62.702mm","79.4568mm","61.8765mm","T","90.00","104"
"C46","0603C","101.1738mm","66.453mm","101.1738mm","66.453mm","101.1738mm","65.6275mm","T","90.00","22P"
"C22","0603C","58.6288mm","67.2592mm","58.6288mm","67.2592mm","57.8033mm","67.2592mm","T","360.00","104"
"C20","0603C","44.0238mm","77.089mm","44.0238mm","77.089mm","44.0238mm","76.2635mm","T","90.00","104"
"C21","0603C","37.115mm","58.6933mm","37.115mm","58.6933mm","37.115mm","57.8678mm","T","90.00","3.9nF"
"C19","0603C","39.147mm","62.0588mm","39.147mm","62.0588mm","39.147mm","61.2333mm","T","90.00","104"
"C18","0805C","31.945mm","55.1415mm","31.9278mm","54.0766mm","31.945mm","54.062mm","T","90.00","0.1uF"
"C17","0603C","48.926mm","56.5978mm","48.926mm","56.5978mm","48.926mm","57.4233mm","T","270.00","103"
"C10","0603C","134.3208mm","65.437mm","134.3208mm","65.437mm","133.4953mm","65.437mm","T","360.00","104"
"C9","0603C","120.427mm","56.9976mm","120.427mm","56.9976mm","120.427mm","57.8231mm","T","270.00","104"
"C8","0603C","110.9274mm","56.9976mm","110.9274mm","56.9976mm","110.9274mm","57.8231mm","T","270.00","104"
"C6","0603C","115.6518mm","87.916mm","115.6518mm","87.916mm","115.6518mm","87.0905mm","T","90.00","104"
"C4","0603C","133.4826mm","78.4098mm","133.4826mm","78.4098mm","132.6571mm","78.4098mm","T","360.00","104"
"C3","0603C","111.8418mm","87.916mm","111.8418mm","87.916mm","111.8418mm","87.0905mm","T","90.00","104"
"C16","0603C","129.8758mm","87.916mm","129.8758mm","87.916mm","129.8758mm","87.0905mm","T","90.00","103"
"C15","0603C","127.0818mm","87.916mm","127.0818mm","87.916mm","127.0818mm","87.0905mm","T","90.00","104"
"C14","0603C","133.4826mm","81.3308mm","133.4826mm","81.3308mm","132.6571mm","81.3308mm","T","0.00","104"
"C13","0603C","120.7318mm","87.916mm","120.7318mm","87.916mm","120.7318mm","87.0905mm","T","90.00","104"
"C12","0603C","123.9068mm","87.916mm","123.9068mm","87.916mm","123.9068mm","88.7415mm","T","270.00","104"
"C11","0603C","133.5588mm","83.852mm","133.5588mm","83.852mm","132.7333mm","83.852mm","T","0.00","104"
"C7","0603C","117.5568mm","87.916mm","117.5568mm","87.916mm","117.5568mm","87.0905mm","T","90.00","104"
"C5","0603C","113.6198mm","87.916mm","113.6198mm","87.916mm","113.6198mm","87.0905mm","T","90.00","104"
"C2","0603C","104.8568mm","86.265mm","104.8568mm","86.265mm","104.8568mm","87.0905mm","T","270.00","104"
"C1","0603C","103.2058mm","86.265mm","103.2058mm","86.265mm","103.2058mm","87.0905mm","T","270.00","104"
"U3","LC-LQFP-144_20x20x05P","117.6838mm","71.66mm","117.6838mm","71.66mm","107.1338mm","80.41mm","T","270.00","LPC1778FBD144"
"R140","0603R","90.5058mm","58.198mm","90.5058mm","58.198mm","89.6803mm","58.198mm","T","360.00","10R"
"R141","0603R","90.5058mm","59.849mm","90.5058mm","59.849mm","89.6803mm","59.849mm","T","360.00","10R"
"RL10","HF32F-12V","124.7958mm","19.3106mm","122.0018mm","26.9306mm","120.9858mm","26.9306mm","T","90.00","JQ1P-24V"
"R195","0603R","218.0844mm","107.3658mm","218.0844mm","107.3658mm","217.2589mm","107.3658mm","T","360.00","10K"
"D33","1206D","178.2826mm","67.4116mm","178.2826mm","67.4116mm","178.2826mm","65.6971mm","T","90.00","1N4148"
"Q28","SOT23","174.456mm","65.9382mm","173.4312mm","66.8782mm","173.44mm","66.8907mm","T","270.00","8050"
"R110","0603R","171.577mm","65.8876mm","171.577mm","65.8876mm","171.577mm","66.7131mm","T","270.00","4K7"
"U12","BUZ","186.6792mm","67.7926mm","191.7192mm","67.7926mm","186.6392mm","71.5926mm","T","180.00","BELL"
"C154","1206C","5.0292mm","120.3325mm","5.0292mm","118.618mm","5.0292mm","118.618mm","T","90.00","102/2KV/1206"
"R217","0603R","59.6138mm","121.1834mm","59.6138mm","121.1834mm","59.6138mm","122.0089mm","T","270.00","33R"

